Name,Phone_Number,Category,Sub_Categories,Website,Rating,Review_Number,Working_Hours,Media,Place_Google_ID,Longitude,Latitude,District,City,Pics_Number,Logo,Description,Description_AR,Zip,Price_Range,Verified,Amenities,Full_Address,Order_Link,Reservation_Link,Average_Bill,Status,HudHud_Media,Google_Link,Store_Front,Is_Landmark
YAAZ,+966 55 506 7697,Garden furniture shop,Garden furniture shop,http://www.yaaz.com/,5.0,6.0,"1: 10 AM–2 PM, 5–10 PM|2: 10 AM–2 PM, 5–10 PM|3: 10 AM–2 PM, 5–10 PM|4: 10 AM–2 PM, 5–10 PM|5: 10 AM–2 PM, 5–10 PM|6: Closed|7: 10 AM–2 PM, 5–10 PM",['https://lh5.googleusercontent.com/p/AF1QipPvX8tDjXXs9tsENbUs2lgMauCgvQ5lLBKsLMX4=w408-h544-k-no'],ChIJ7SOwCiQDLz4RPdyhci3iZkY,46.6779028,24.6991496,Al Olaya,Riyadh,53.0,https://lh4.googleusercontent.com/-i_1mJSYxBnE/AAAAAAAAAAI/AAAAAAAAAAA/bUIDmfjNt6s/s44-p-k-no-ns-nd/photo.jpg,,,12331.0,,Claimed business,Delivery,SA|Riyadh|King Fahd Rd|Al Olaya,,,,open,"['https://drive.google.com/open?id=12jOcqsgE372j7DXXiZowasRVXih3TUqM', 'https://drive.google.com/open?id=1-a8Xx7Pfni7gT_zwqs8sureZfXpzGEY0', 'https://drive.google.com/open?id=1Hyd3GYgok2obVoDHUplDLZdeGgujUXEK', 'https://drive.google.com/open?id=1kVcWihBWHsKh1aHXW9E8nbZrg8oH93E5', 'https://drive.google.com/open?id=1DyTzkd0xZqujrUiNucOFrkM2JBp01B3k', 'https://drive.google.com/open?id=1H7PY-Psc-sHYZz7NEMAoFr_kidvLUy8C', 'https://drive.google.com/open?id=1CifzpdVii1KpIBSI6plthAExYQJPMTyu', 'https://drive.google.com/open?id=1hskoaHwMD5T4tlOMFyRL40jk1OJ7vzf4', 'https://drive.google.com/open?id=1Q8A7qOCZ7Wjnzm9c7DiqiOCA7czZqoSa']",https://www.google.com/maps/place/?q=place_id:ChIJ7SOwCiQDLz4RPdyhci3iZkY,[],
اسواق جوي مارت,,Supermarket,Supermarket,,5.0,6.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipPBlCmYsacaVA_kDIWlY0CLNHMhftp_IbJ2ftEM=w408-h525-k-no'],ChIJq3wbzJcDLz4RMehn2NM15W4,46.6933681,24.6802741,Al Olaya,Riyadh,65.0,https://lh6.googleusercontent.com/-xOLCf0fkZeU/AAAAAAAAAAI/AAAAAAAAAAA/UNAtP1_tehU/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,In-store shopping|Delivery,"SA|11543|Riyadh|MMJV+49C, Makkah Al Mukarramah Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJq3wbzJcDLz4RMehn2NM15W4,[],
مهد الفنون جاليري,+966 50 213 2245,Art gallery,Art gallery,https://www.instagram.com/Mahd.alfnon,4.7,6.0,1: 5–10 PM|2: 5–10 PM|3: 5–10 PM|4: 5–10 PM|5: 5–10 PM|6: 5–10 PM|7: 5–10 PM,['https://lh5.googleusercontent.com/p/AF1QipPpYiK9xokW3Wi8N2ckP3xxyHg-4DoljQg43Kt1=w408-h306-k-no'],ChIJu8XYsgMDLz4RqQZ7gpqDu3o,46.689446,24.6858325,Al Olaya,Riyadh,81.0,https://lh6.googleusercontent.com/-SSvqWD3T_T0/AAAAAAAAAAI/AAAAAAAAAAA/jcdkjAHJFxU/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|12221|Riyadh|Al Mousa Centre, Level 1 shop 21|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJu8XYsgMDLz4RqQZ7gpqDu3o,[],
Tahliya For Water purification- مؤسسة تحلية لتنقية المياه,+966 53 939 3365,Water purification company,Water purification company,,3.2,6.0,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: 8 AM–5 PM,['https://lh5.googleusercontent.com/p/AF1QipN8Uw1Aevv3Mq5OSuwswhM5a-ve1g3uB8JWNDJS=w408-h544-k-no'],ChIJaYc7Vh4DLz4Ro4niuwAAXS8,46.7019277,24.6784534,Al Olaya,Riyadh,93.0,https://lh3.googleusercontent.com/-zhipDg3rk1c/AAAAAAAAAAI/AAAAAAAAAAA/PQe917tFq9I/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|Riyadh|Branch S, 8988 Prince Abdulaziz Ibn Musaid Ibn Jalawi St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJaYc7Vh4DLz4Ro4niuwAAXS8,[],
White Art Co.Ltd. | شركة الفن الأبيض المحدودة,+966 11 448 0040,Construction company,Construction company,http://www.whiteartsa.com/,4.7,6.0,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: 8 AM–5 PM,['https://lh5.googleusercontent.com/p/AF1QipNV29TtAKTc4Q68o2wEZvxP_DdtJjnGONvxrIR5=w408-h306-k-no'],ChIJEe7zKCgDLz4RQwDtAzFyY4Q,46.6767042,24.6827754,Al Olaya,Riyadh,156.0,https://lh5.googleusercontent.com/-e7sgKssE5uI/AAAAAAAAAAI/AAAAAAAAAAA/3sO5yOOiPUA/s44-p-k-no-ns-nd/photo.jpg,,,12311.0,,Claimed business,,SA|12311|Riyadh|Al Takhassousi|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJEe7zKCgDLz4RQwDtAzFyY4Q,[],
مندوب هدايا الرياض,+966 55 497 5220,Souvenir store,Souvenir store,https://instagram.com/ward_riyadh1?igshid=MzNlNGNkZWQ4Mg==,3.7,6.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipP7ES8cKLDUa1cMafyEoScHaB8jt5UCkXcH3rWy=w408-h507-k-no'],ChIJt-kTtSf9Lj4R6u-6Gi8dh1Y,46.6884574,24.6982839,Al Olaya,Riyadh,295.0,https://lh4.googleusercontent.com/-whUve1227Ro/AAAAAAAAAAI/AAAAAAAAAAA/Alk_G3hg4yE/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Delivery,SA|00966|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJt-kTtSf9Lj4R6u-6Gi8dh1Y,[],
شركة المتمكنة العربية للتجارة والمقاولات,+966 55 030 0158,Construction company,Construction company,http://www.motamakena.com/,5.0,6.0,,[],ChIJPVcqopMDLz4RdZ2GsOAJZb0,46.6693269,24.7054062,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|Riyadh|12333|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJPVcqopMDLz4RdZ2GsOAJZb0,[],
الجماز للعقارات,+966 11 463 1227,Property administration service,Property administration service,,3.0,6.0,,[],ChIJ1XhYDkkDLz4RQnz9Y_qg5DA,46.6932367,24.6918721,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12311|Riyadh|MMRV+P7X, Prince Sultan Bin Abdulaziz Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ1XhYDkkDLz4RQnz9Y_qg5DA,[],
Maje,+966 11 211 2222,Clothing store,Clothing store,,3.5,6.0,1: 10 AM–11 PM|2: 10 AM–11 PM|3: 10 AM–11 PM|4: 10 AM–11 PM|5: 10 AM–11 PM|6: 10 AM–11 PM|7: 10 AM–11 PM,[],ChIJ5-0ZBboDLz4R-8YKlBXUSBM,46.673401,24.711184,Al Olaya,Riyadh,,,,,12271.0,,Claim this business,In-store shopping,"SA|12271|Riyadh|Center Point, King Fahd Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ5-0ZBboDLz4R-8YKlBXUSBM,[],
عالم الكمبيوتر | PC WORLD,,Computer store,Computer store,,4.5,6.0,,[],ChIJjaZKuFoDLz4R_QbXlkN5xwo,46.6911167,24.6809111,Al Olaya,Riyadh,,,,,12211.0,,Claim this business,Delivery,SA|12211|Riyadh|MMJR+8CV|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJjaZKuFoDLz4R_QbXlkN5xwo,[],
شركة طويق للمحاماة والاستشارات القانونية,+966 11 447 4434,Law firm,Law firm,https://www.tuwaiq-law.com/,4.3,6.0,1: 7 AM–12 AM|2: 7 AM–12 AM|3: 7 AM–12 AM|4: 7 AM–12 AM|5: 7 AM–12 AM|6: Closed|7: 7 AM–12 AM,[],ChIJT8s6RccDLz4RN9vGBz6bHxo,46.6896877,24.6858195,Al Olaya,Riyadh,,,,,12221.0,,Claim this business,,SA|12221|Riyadh|MMPQ+7V|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJT8s6RccDLz4RN9vGBz6bHxo,[],
مركز لمسات بسمه للعنايه بالبشره والشعر والجسم,,Skin care clinic,Skin care clinic,,2.5,6.0,,[],ChIJpx2SagsDLz4R2Qf7gTHn6qo,46.696846,24.693393,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12221|Riyadh|7473 Prince Sultan Bin Abdulaziz Rd, 3317|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJpx2SagsDLz4R2Qf7gTHn6qo,[],
Saudi Diagnostic Co Ltd,+966 11 442 4216,Corporate office,Corporate office,https://www.kfshi.com.sa/ar/sdl/,5.0,6.0,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,[],ChIJJfz_rkQDLz4RLsVuE2KxHf0,46.6865472,24.6819831,Al Olaya,Riyadh,,,,,12311.0,,Claim this business,,SA|12311|Riyadh|4156 Ibn Abi Al Ata Al Olaya Riyadh 12311 6755 Ibn Abi Al Ata|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJJfz_rkQDLz4RLsVuE2KxHf0,[],
Abacus Consulting Technology (Pvt) Ltd KSA,+966 11 460 0670,Shopping mall,Shopping mall,http://www.abacus-global.com/,3.8,6.0,1: 9 AM–6 PM|2: 9 AM–6 PM|3: 9 AM–6 PM|4: 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: Closed,[],ChIJpTdbE7viLj4Rk50ucYptexA,46.6792816,24.7059037,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12244|Riyadh|PM4H+9P7, Olaya St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJpTdbE7viLj4Rk50ucYptexA,[],
الوليد للعطور,+966 58 155 5508,Perfume store,Perfume store,,3.7,6.0,1: Closed|2: 12–4 PM|3: 12–4 PM|4: 12–4 PM|5: 12–4 PM|6: 12–4 PM|7: 12–4 PM,[],ChIJiyiX1VYdLz4R6Z-vjURlvmo,46.6633505,24.7356199,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,"SA|12261|Riyadh|PMP7+68X, King Fahd Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJiyiX1VYdLz4R6Z-vjURlvmo,[],
Façonnable,+966 11 217 4004,Men's clothing store,Men's clothing store,http://www.faconnable.com/,4.5,6.0,1: 9:30 AM–10:30 PM|2: 9:30 AM–10:30 PM|3: 9:30 AM–10:30 PM|4: 9:30 AM–10:30 PM|5: 9:30 AM–10:30 PM|6: 4:30–10:30 PM|7: 9:30 AM–10:30 PM,[],ChIJZ7v4ZhYDLz4R0WRdUpX3aYk,46.6918167,24.6989909,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/-rQ9k9F3MVgA/AAAAAAAAAAI/AAAAAAAAAAA/8K1LzZ4dw8o/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Delivery,SA|Riyadh|Tahlia St. Localyser Mall|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJZ7v4ZhYDLz4R0WRdUpX3aYk,[],
Zoom Creative,+966 11 217 8178,Advertising agency,Advertising agency|Graphic designer,,3.5,6.0,,[],ChIJD3vkID8DLz4RUXCQa_KJ9SU,46.6860293,24.6933879,Al Olaya,Riyadh,,https://lh4.googleusercontent.com/-v1L0pQFi_bk/AAAAAAAAAAI/AAAAAAAAAAA/8FAFbUMu800/s44-p-k-no-ns-nd/photo.jpg,,,12222.0,,Claimed business,,SA|12222|Riyadh|7451 العليا|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJD3vkID8DLz4RUXCQa_KJ9SU,[],
ALAÏA KINGDOM CENTRE,+966 11 512 8460,Boutique,Boutique,https://www.maison-alaia.com/,4.0,6.0,1: 10 AM–11 PM|2: 10 AM–11 PM|3: 10 AM–11 PM|4: 10 AM–11 PM|5: 10 AM–11 PM|6: 3–11 PM|7: 10 AM–11 PM,[],ChIJHWKpRkgdLz4R3C4HMw4lhU0,46.6753549,24.7113856,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/-SnAryNkeizQ/AAAAAAAAAAI/AAAAAAAAAAA/v58RJon-WFY/s44-p-k-no-ns-nd/photo.jpg,,,12214.0,,Claimed business,Delivery,SA|12214|Riyadh|Olaya St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJHWKpRkgdLz4R3C4HMw4lhU0,[],
ACCIONA,+966 50 314 1656,Corporate office,Corporate office,http://acciona-me.com/,5.0,6.0,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: Closed|7: Closed,[],ChIJ93SMvJ7jLj4RpEqpZfKyjg8,46.6823803,24.6974973,Al Olaya,Riyadh,,https://lh3.googleusercontent.com/-Q5LgwMVdMFg/AAAAAAAAAAI/AAAAAAAAAAA/akKf6piTS5s/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|12213|Riyadh|Olaya Tower, Olaya St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ93SMvJ7jLj4RpEqpZfKyjg8,[],
AFAQ Express,+966 50 466 9982,Logistics service,Logistics service,https://afaq-express.com/,5.0,6.0,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,[],ChIJr4LtxZADLz4RwYCgGNq6igk,46.6860046,24.6933566,Al Olaya,Riyadh,,https://lh5.googleusercontent.com/-MUltfqG_o5k/AAAAAAAAAAI/AAAAAAAAAAA/V8NSUcaNoTY/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|12222|Riyadh|Dist, 7451 Al Olaya 2215|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJr4LtxZADLz4RwYCgGNq6igk,[],
Pioneers Consulting,+966 53 496 2193,Consultant,Consultant|Human resource consulting,http://www.pioneersconsulting.com/,3.5,6.0,1: 9 AM–6 PM|2: 9 AM–6 PM|3: 9 AM–6 PM|4: 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: Closed,[],ChIJY5ferigDLz4RBPOr9sxou2g,46.6796027,24.705834,Al Olaya,Riyadh,,https://lh4.googleusercontent.com/-uCYK8pfC4T0/AAAAAAAAAAI/AAAAAAAAAAA/1fuj9wUTisk/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|Riyadh|7027 العليا، الرياض 12244 SA 2455 2455|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJY5ferigDLz4RBPOr9sxou2g,[],
"Binex: Shop for Building Materials, Riyadh | بينكس: محل مواد البناء، الرياض",,Building materials supplier,Building materials supplier|Construction material wholesaler,http://binex.com.sa/,3.2,6.0,"1: 7 AM–12 PM, 4–7 PM|2: 7 AM–12 PM, 4–7 PM|3: 7 AM–12 PM, 4–7 PM|4: 7 AM–12 PM, 4–7 PM|5: 7 AM–12 PM|6: 7 AM–12 PM, 4–7 PM|7: 7 AM–12 PM, 4–7 PM",[],ChIJs7ucAxADLz4Re9Z4xTjfZ_o,46.6782012,24.6804306,Al Olaya,Riyadh,,https://lh4.googleusercontent.com/-HkJgOatqJ-c/AAAAAAAAAAI/AAAAAAAAAAA/Oxa2N-jq9y4/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|12311|Riyadh|3516 التخصصي، 3516، 6625|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJs7ucAxADLz4Re9Z4xTjfZ_o,[],
Forma Design SA,+966 11 201 5252,Architect,Architect|Engineering consultant|Interior designer,http://www.formadesignsa.com/,5.0,5.0,1: 8:30 AM–5 PM|2: 8:30 AM–5 PM|3: 8:30 AM–5 PM|4: 8:30 AM–5 PM|5: 8:30 AM–5 PM|6: Closed|7: Closed,[],ChIJH0icdGEDLz4RQRPNV9C9D4Q,46.6937093,24.6774323,Al Olaya,Riyadh,1.0,,,,,,Claim this business,,"SA|11543|Riyadh|MMGV+XFG, Olaya St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJH0icdGEDLz4RQRPNV9C9D4Q,[],
شركة أيطال كونسلت,+966 56 659 2239,Consultant,Consultant,,3.8,5.0,,[],ChIJb9l9dkIDLz4R75T_N742NMI,46.6897602,24.6857167,Al Olaya,Riyadh,1.0,,,,12221.0,,Claim this business,,SA|12221|Riyadh|6661 Al Ulaya|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJb9l9dkIDLz4R75T_N742NMI,[],
AFMC,+966 11 201 1119,Consultant,Consultant,http://afmc.com.sa/,5.0,5.0,1: 8:30 AM–4:30 PM|2: 8:30 AM–4:30 PM|3: 8:30 AM–4:30 PM|4: 8:30 AM–4:30 PM|5: 8:30 AM–4:30 PM|6: Closed|7: 8 AM–5 PM,['https://lh5.googleusercontent.com/p/AF1QipPAxNDPg63-TpQLOJLcBoDo0iofLz5y6eACtjh_=w408-h544-k-no'],ChIJJSVx608DLz4RKMG0YakFL3c,46.6749351,24.7047234,Al Olaya,Riyadh,1.0,https://lh4.googleusercontent.com/-DqYbgXAH60A/AAAAAAAAAAI/AAAAAAAAAAA/jwHJuODv-3s/s44-p-k-no-ns-nd/photo.jpg,,,12333.0,,Claimed business,,SA|12333|Riyadh|Al Olaya Riyadh Office No.5 3rd Floor 7870 King Fahd Road Al Olaya Dist Unit No 7891 Riyadh 12333 almes 4116|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJJSVx608DLz4RKMG0YakFL3c,[],
Intelmatix,+966 11 260 0600,Software company,Software company,https://intelmatix.ai/,4.6,5.0,1: 9 AM–6 PM|2: 9 AM–6 PM|3: 9 AM–6 PM|4: 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipMGdgFNxNPfeE0WFu6gjtbX_j_x3BAetrL0bkwO=w408-h612-k-no'],ChIJ6VMPswUDLz4RqyQ9e1QOIpQ,46.6826378,24.6920249,Al Olaya,Riyadh,1.0,https://lh5.googleusercontent.com/-OJTlGFTx4ZA/AAAAAAAAAAI/AAAAAAAAAAA/lJF4tmu6nIk/s44-p-k-no-ns-nd/photo.jpg,,,12584.0,,Claimed business,,SA|12584|Riyadh|King Fahd Branch Rd|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ6VMPswUDLz4RqyQ9e1QOIpQ,[],
Future Harvest for Food Industries,+966 11 288 2241,Food manufacturer,Food manufacturer,https://www.fhfi.sa/,5.0,5.0,1: 8 AM–4 PM|2: 8 AM–4 PM|3: 8 AM–4 PM|4: 8 AM–4 PM|5: 8 AM–4 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipMfVN05JdJQuPHuARxDx5zXlLme1Cx2Vlp8hbRw=w408-h408-k-no'],ChIJXw1OQ1QDLz4R3Gn3qN7q_Go,46.6782677,24.6863828,Al Olaya,Riyadh,1.0,https://lh5.googleusercontent.com/-eTV2ZmfVC08/AAAAAAAAAAI/AAAAAAAAAAA/U0YXjp1N59I/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|12313|Riyadh|RHOD3524, Prince Sultan Bin Abdulaziz Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJXw1OQ1QDLz4R3Gn3qN7q_Go,[],
Alshaya & Alkethami law firm,+966 11 478 6991,Law firm,Law firm,http://alshaya.com.sa/,4.8,5.0,1: 8 AM–5 PM|2: 8 AM–4 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipMCoIvBE6RDlO6g1eZ35kxylbmllJ8qgEBsmm0=w427-h240-k-no'],ChIJEZ77WIkDLz4R1Tws0E76jPE,46.6942633,24.6806448,Al Olaya,Riyadh,1.0,https://lh6.googleusercontent.com/-m1mp0URWxx4/AAAAAAAAAAI/AAAAAAAAAAA/bqWht-4Hpr8/s44-p-k-no-ns-nd/photo.jpg,,,12611.0,$$,Claimed business,,SA|Riyadh|طريق مكة المكرمة الفرعي،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJEZ77WIkDLz4R1Tws0E76jPE,[],
Awal AL Qoutouf Trading Co. / AQT,+966 50 751 1077,Food products supplier,Food products supplier,http://www.aqt.sa/,4.4,5.0,1: 8 AM–4 PM|2: 8 AM–4 PM|3: 8 AM–4 PM|4: 8 AM–4 PM|5: 8 AM–4 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipOOQswdtAA0njj9CUiX450tA-AIUElyTfvjOF-u=w408-h247-k-no'],ChIJeVe8lwEDLz4RzZZfG9MLYDA,46.6781359,24.7014122,Al Olaya,Riyadh,1.0,https://lh4.googleusercontent.com/-eBom-XmkwDg/AAAAAAAAAAI/AAAAAAAAAAA/rNomQXLX6bQ/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|12554|Riyadh|Saudi Ceramics Tower, Floor#6, King Fahad Road|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJeVe8lwEDLz4RzZZfG9MLYDA,[],
Infobip Saudi Arabia,+966 55 383 3494,Telecommunications service provider,Telecommunications service provider,,3.6,5.0,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipN24Dxr8jOcSIpg1X5JvkYOO2h53XNEsVe9MvA8=w408-h306-k-no'],ChIJ5ZODm0ADLz4RIyugRlDJvoE,46.685448,24.6870117,Al Olaya,Riyadh,1.0,https://lh5.googleusercontent.com/-IKRRuVmoW0U/AAAAAAAAAAI/AAAAAAAAAAA/_Bw6fc0d0xs/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|Riyadh|7th floor, 6897, King Fahd Al Olaya District|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ5ZODm0ADLz4RIyugRlDJvoE,[],
Wafir International Group,+966 55 652 5288,Manufacturer,Manufacturer,,4.2,5.0,1: 8:30 AM–4:30 PM|2: 8:30 AM–4:30 PM|3: 8:30 AM–4:30 PM|4: 8:30 AM–4:30 PM|5: 8:30 AM–4:30 PM|6: Closed|7: 8:30 AM–4:30 PM,['https://lh5.googleusercontent.com/p/AF1QipOFW9c5SvDgD1ArI22xv5Len53Lkr_93TpI-Qp8=w911-h240-k-no'],ChIJ_ecHC1AdLz4RR5bnREPmy_g,46.6814601,24.7024373,Al Olaya,Riyadh,1.0,https://lh4.googleusercontent.com/-M8Cfc77Mv8k/AAAAAAAAAAI/AAAAAAAAAAA/lXQJJkxLgq4/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|11372|Riyadh|Building 14, 4th floor, office 403, Olaiya street Cerecom|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ_ecHC1AdLz4RR5bnREPmy_g,[],
تلمسان | Telmsan,+966 9200 05273,Construction company,Construction company|Advertising agency|Computer support and services|Importer,https://www.telmsan.com/,5.0,5.0,1: 9:30 AM–5:30 PM|2: 9:30 AM–5:30 PM|3: 9:30 AM–5:30 PM|4: 9:30 AM–5:30 PM|5: 9:30 AM–5:30 PM|6: Closed|7: 11 AM–3:30 PM,['https://lh5.googleusercontent.com/p/AF1QipPBrV1lfYT6stDd6eDW7iQxYzMVcKfufyd619QX=w630-h240-k-no'],ChIJY4gJXg8DLz4R1B-sytgrREI,46.6824897,24.703866,Al Olaya,Riyadh,1.0,https://lh3.googleusercontent.com/-7CZWnRb1CFc/AAAAAAAAAAI/AAAAAAAAAAA/_pOPCZqiLLw/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|12241|Riyadh|Miss Ibn, Musa Ibn Nusair St، Building 8|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJY4gJXg8DLz4R1B-sytgrREI,[],
شركة نجوم الهفوف للتجارة,+966 11 217 2045,Association / Organization,Association / Organization,,2.8,5.0,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: 8 AM–5 PM|7: 8 AM–5 PM,[],ChIJ0ag8c4MELz4R1xjka81ycF8,46.7015156,24.6739758,Al Olaya,Riyadh,2.0,,,,,,Claim this business,,"SA|Riyadh|MPF2+HJR, King Saud Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ0ag8c4MELz4R1xjka81ycF8,[],
Lunch Room مطبخ العلامات المتحدة المحدودة,,Bakery,Bakery,,3.6,5.0,,[],ChIJm6pdXYgDLz4RQqzNLPxQmjg,46.6752216,24.7075591,Al Olaya,Riyadh,2.0,,,,,,Claim this business,No-contact delivery,SA|Riyadh|PM5G+25G، طريق الملك فهد، العليا، الرياض 12214،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJm6pdXYgDLz4RQqzNLPxQmjg,[],
آلز,+966 57 054 2720,Health food restaurant,Health food restaurant,,4.2,5.0,1: 8 AM–12 AM|2: 8 AM–12 AM|3: 8 AM–12 AM|4: 8 AM–12 AM|5: 8 AM–12 AM|6: 12 PM–12 AM|7: 8 AM–12 AM,[],ChIJYdtf_NMCLz4R6fNzfomdOFg,46.6751384,24.7115024,Al Olaya,Riyadh,2.0,,,,,,Claim this business,Dine-in|Takeout|No-contact delivery,SA|Riyadh|المملكة، شارع العليا - حي العليا|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJYdtf_NMCLz4R6fNzfomdOFg,[],
معرض الجابرين للعطور,+966 11 460 1167,Shopping mall,Shopping mall,,4.8,5.0,"1: 9–11:45 AM, 4–10:45 PM|2: 9–11:45 AM, 4–10:45 PM|3: 9–11:45 AM, 4–10:45 PM|4: 9–11:45 AM, 4–10:45 PM|5: 9–11:45 AM, 4–10:45 PM|6: 9–11:45 AM, 4–10:45 PM|7: 9–11:45 AM, 4–10:45 PM",[],ChIJ764Gr6ADLz4Rt6KTFt_ids8,46.6828437,24.705159,Al Olaya,Riyadh,2.0,,,,,,Claim this business,,SA|Riyadh|2794 شارع موسى بن نصير، العليا، الرياض 12244 6920|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ764Gr6ADLz4Rt6KTFt_ids8,[],
